title,venue,topic,arxiv,doi,paper_url,code_url,formal_class,decision,directions
Symbiotic MLLM Serving: Dynamically Balancing Parallelism Across GPUs and Resources Within GPUs,ISCA 2026,multimodal LLM serving / GPU resource balancing,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Distributed Training / Inference; Multimodal / MLLM Serving
Tetris: Efficient Long-context LLM Serving with Chunkwise Dynamic Sequence Parallelism,ISCA 2026,long-context LLM serving / sequence parallelism,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Distributed Training / Inference
UniCore: A Bit-Width Scalable GEMM Unit for Unified LLM Inference,ISCA 2026,LLM accelerator / variable bit-width GEMM,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler
XtraMAC: An Efficient MAC Architecture for Mixed-Precision LLM Inference on FPGA,ISCA 2026,mixed-precision LLM / FPGA accelerator,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
Spyre: An inference-optimized scalable AI accelerator for enterprise workloads,ISSCC 2026,AI accelerator / enterprise inference,,10.1109/ISSCC49663.2026.11409090,https://doi.org/10.1109/ISSCC49663.2026.11409090,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
EARN: Efficient Inference Acceleration for LLM-based Generative Recommendation by Register Tokens,KDD 2025,LLM inference acceleration / KV cache / recommendation,2507.00715,10.1145/3711896.3736919,https://arxiv.org/abs/2507.00715,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
Enhancing Learned Knowledge in LoRA Adapters Through Efficient Contrastive Decoding on Ascend NPUs,KDD 2025,LLM decoding / LoRA / Ascend NPU kernel optimization,2505.14620,10.1145/3711896.3737215,https://arxiv.org/abs/2505.14620,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
Exploiting Student Parallelism for Low-latency GPU Inference of BERT-like Models in Online Services,KDD 2025,GPU online inference / BERT serving / student parallelism,2408.12526,10.1145/3711896.3736949,https://arxiv.org/abs/2408.12526,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Distributed Training / Inference
SEPTQ: A Simple and Effective Post-Training Quantization Paradigm for Large Language Models,KDD 2025,LLM post-training quantization / low-bit inference,2604.10091,10.1145/3690624.3709287,https://arxiv.org/abs/2604.10091,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
Amove: Accelerating LLMs through Mitigating Outliers and Salient Points via Fine-Grained Grouped Vectorized Data Type,MICRO 2025,LLM quantization / vectorized datatype,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
AxCore: A Quantization-Aware Approximate GEMM Unit for LLM Inference,MICRO 2025,LLM quantization / accelerator,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler
Chameleon: Adaptive Caching and Scheduling for Many-Adapter LLM Inference Environments,MICRO 2025,LLM serving / adapter caching and scheduling,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
Coruscant: Co-Designing GPU Kernel and Sparse Tensor Core to Advocate Unstructured Sparsity in Efficient LLM Inference,MICRO 2025,sparse LLM inference / GPU kernel co-design,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; GPU Kernel / DSL / Compiler
DECA: A Near-Core LLM Decompression Accelerator Grounded on a 3D Roofline Model,MICRO 2025,LLM inference / decompression accelerator,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
HLX,MICRO 2025,MoE + diffusion + tensor compression + hybrid LM + reasoning + edge training acceleration,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
Kelle: Co-design KV Caching and eDRAM for Efficient LLM Serving in Edge Computing,MICRO 2025,edge LLM serving / KV cache / eDRAM co-design,2510.16040,10.1145/3725843.3756071,https://arxiv.org/abs/2510.16040,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Edge / Cloud / Heterogeneous AI
LLM.265,MICRO 2025,MoE + diffusion + tensor compression + hybrid LM + reasoning + edge training acceleration,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
LongSight: Compute-Enabled Memory to Accelerate Large-Context LLMs via Sparse Attention,MICRO 2025,long-context LLM / sparse attention / CXL memory,,10.1145/3725843.3756062,https://doi.org/10.1145/3725843.3756062,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
MCBP: A Memory-Compute Efficient LLM Inference Accelerator Leveraging Bit-Slice-enabled Sparsity and Repetitiveness,MICRO 2025,LLM accelerator / bit-slice sparsity,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning
MX+: Pushing the Limits of Microscaling Formats for Efficient Large Language Model Serving,MICRO 2025,LLM serving / low-precision microscaling,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Quantization
ORCHES,MICRO 2025,MoE + diffusion + tensor compression + hybrid LM + reasoning + edge training acceleration,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
Pimba: A Processing-in-Memory Acceleration for Post-Transformer Large Language Model Serving,MICRO 2025,post-transformer LLM serving / PIM / low precision,2507.10178,10.1145/3725843.3756121,https://arxiv.org/abs/2507.10178,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
REACT3D,MICRO 2025,MoE + diffusion + tensor compression + hybrid LM + reasoning + edge training acceleration,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
S-DMA,MICRO 2025,MoE + diffusion + tensor compression + hybrid LM + reasoning + edge training acceleration,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
Stratum,MICRO 2025,MoE + diffusion + tensor compression + hybrid LM + reasoning + edge training acceleration,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
Stratum: System-Hardware Co-design with Tiered Monolithic 3D-DRAM for Efficient MoE Serving,MICRO 2025,MoE serving / memory-system co-design,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; MoE Systems / Accelerators
StreamTensor: Make Tensors Stream in Dataflow Accelerators for LLMs,MICRO 2025,LLM accelerator / dataflow,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
AgenticCache: Cache-Driven Asynchronous Planning for Embodied AI Agents,MLSys 2026,Physical AI / embodied-agent planning cache / latency reduction,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/c66a9db149261435664284a20b6f1d42-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,Efficient Reasoning / Agents; VLA / WAM / Physical AI
BEAM,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/eb3c42ddfa16d8421fdba13528107cc1-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
BLASST: Dynamic BLocked Attention Sparsity via Softmax Thresholding,MLSys 2026,sparse attention / long-context inference,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/c6ee784cbe46d854843e4c883a3321ef-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
BOute,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/ed1d3d4c64dc1b95332a8cde3f2a0bdf-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
CRAFT: Fine-Grained Cost-Aware Expert Replication For Efficient Mixture-of-Experts Serving,MLSys 2026,MoE serving / expert replication,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/3a7f9e485845dac27423375c934cb4db-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; MoE Systems / Accelerators
"Efficient, VRAM-Constrained xLM Inference on Clients",MLSys 2026,client LLM/VLM inference / CPU-GPU hybrid runtime / Physical AI,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/7cd265ae802235b8d5778a4a96ff22dd-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Multimodal / MLLM Serving; Edge / Cloud / Heterogeneous AI
fabric-lib,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/dea9b4b6f55ae611c54065d6fc750755-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
FlexiCache,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/94bcb01789fccf15afe2764d8fe0f40e-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
GhostServe,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/d99e8e80a6c41e148db686918dd7eab3-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
IntAttention: A Fully Integer Attention Pipeline for Efficient Edge Inference,MLSys 2026,edge inference / integer attention,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/ea5ffdf7da91256ecd2770f9fd2dade9-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; Efficient Attention; Edge / Cloud / Heterogeneous AI
Kitty: Accurate and Efficient 2-bit KV Cache Quantization with Dynamic Channel-wise Precision Boost,MLSys 2026,KV cache quantization / low-bit inference,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/e4d8d1b5120be349d3fff8878650cf45-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Quantization; GPU Kernel / DSL / Compiler
Locality-Aware Beam Scheduling for Efficient Test-Time Compute with a Consumer-grade GPU,MLSys 2026,efficient reasoning / test-time compute / KV offload scheduling,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/c74b624843218d9b6713fcf299d6d5e4-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; GPU Kernel / DSL / Compiler; Efficient Reasoning / Agents
MorphServe: Efficient and Workload-Aware LLM Serving via Runtime Quantized Layer Swapping and KV Cache Resizing,MLSys 2026,LLM serving / dynamic quantization / KV resizing,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/8144a9d62e506af0fcdeac0e456b2710-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Quantization
OPKV,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/71381211d0abef73ed1887b83c4547b1-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
ProfInfer: An eBPF-based Fine-Grained LLM Inference Profiler,MLSys 2026,LLM inference profiling / edge runtime observability,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/03dbc11a22e79cd38bea53cf518c2371-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; MoE Systems / Accelerators; Edge / Cloud / Heterogeneous AI
RaidServe,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/507b4aacefe5325908e24f042617b741-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
SkipKV,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/45c1f6a8cbf2da59ebf2c802b4f742cd-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
SpecGen,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/66a026c0d17040889b50f0dfa650e5e0-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
Speculative Decoding: Performance or Illusion?,MLSys 2026,speculative decoding / production inference characterization,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/554e056fe2b6d9fd27ffcd3367ae1267-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding
SuperInfer,MLSys 2026,LLM serving + KV + speculative + reasoning efficiency,,,https://proceedings.mlsys.org/paper_files/paper/2026/file/07fd64f9316f40193c6a4d87d8afa011-Paper-Conference.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Efficient Reasoning / Agents
D2MoE: Dual Routing and Dynamic Scheduling for Efficient On-Device MoE-based LLM Serving,MobiCom 2025,on-device MoE serving / dynamic scheduling,,10.1145/3680207.3723493,https://doi.org/10.1145/3680207.3723493,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; MoE Systems / Accelerators; Edge / Cloud / Heterogeneous AI
Elastic On-Device LLM Service,MobiCom 2025,on-device LLM service / elastic model and prompt adaptation,2409.09071,10.1145/3680207.3765259,https://arxiv.org/abs/2409.09071,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Diffusion / Flow Acceleration; Edge / Cloud / Heterogeneous AI
LLM-Explorer: Towards Efficient and Affordable LLM-based Exploration for Mobile Apps,MobiCom 2025,mobile agent / efficient LLM usage,2505.10593,,https://arxiv.org/abs/2505.10593,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Reasoning / Agents; VLA / WAM / Physical AI; Edge / Cloud / Heterogeneous AI
Accurate KV Cache Eviction via Anchor Direction Projection for Efficient LLM Inference,NeurIPS 2025,KV cache eviction,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0f29157c7613e137834a607075c55e17-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
Activated LoRA: Fine-tuned LLMs for Intrinsics,NeurIPS 2025,LoRA serving / KV cache reuse,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/4d0b6303d4a4811445f69f357bf6def5-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
Block-Diagonal LoRA for Eliminating Communication Overhead in Tensor Parallel LoRA Serving,NeurIPS 2025,LoRA serving / tensor parallel communication elimination,,10.52202/085713-0010,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0095274aecea2127c404fc6f7462aa44-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Distributed Training / Inference; Diffusion / Flow Acceleration
ChunkKV: Semantic-Preserving KV Cache Compression for Efficient Long-Context LLM Inference,NeurIPS 2025,KV cache compression / long-context inference,,10.52202/085713-0966,https://proceedings.neurips.cc/paper_files/paper/2025/hash/2987f911151b39cd3a1761e212319e8e-Abstract-Conference.html,https://github.com/NVIDIA/kvpress,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
"Compress, Gather, and Recompute: REFORMing Long-Context Processing in Transformers",NeurIPS 2025,long-context inference / compressed KV / recompute,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/90a2d040c8613e409611db8c237629c4-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
Efficient Large Language Model Inference with Neural Block Linearization,NeurIPS 2025,LLM inference acceleration / attention approximation,,10.52202/085713-0196,https://proceedings.neurips.cc/paper_files/paper/2025/hash/088463cd3126aef2002ffc69da42ec59-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Attention
GRIFFIN: Effective Token Alignment for Faster Speculative Decoding,NeurIPS 2025,speculative decoding / draft-model alignment,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b6e67ae290635d0874c4cb43ba2a2cfb-Abstract-Conference.html,https://github.com/hsj576/GRIFFIN,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding
HiFC: High-efficiency Flash-based KV Cache Swapping for Scaling LLM Inference,NeurIPS 2025,KV cache swapping / SSD / GDS,,10.52202/085713-1587,https://proceedings.neurips.cc/paper_files/paper/2025/hash/4431224d3762aa655f0aee4eaf04ff16-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; GPU Kernel / DSL / Compiler
HyGen: Efficient LLM Serving via Elastic Online-Offline Request Co-location,NeurIPS 2025,LLM serving / online-offline co-location,,10.52202/085713-0502,https://proceedings.neurips.cc/paper_files/paper/2025/hash/15e92839359df6d22e80042e572538d4-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
KeyDiff: Key Similarity-Based KV Cache Eviction for Long-Context LLM Inference in Resource-Constrained Environments,NeurIPS 2025,KV cache eviction / resource-constrained long context,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0907335ecf28faf15be54485dbcbe70e-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Efficient Attention
Knowing When to Stop: Efficient Context Processing via Latent Sufficiency Signals,NeurIPS 2025,efficient context processing / adaptive cutoff,,10.52202/085713-1376,https://proceedings.neurips.cc/paper_files/paper/2025/hash/3afa7f9b7ac8da474b3d915570d58291-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
KVLink: Accelerating Large Language Models via Efficient KV Cache Reuse,NeurIPS 2025,KV cache reuse / RAG serving,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/c217d123885341853cecbdd2be809983-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
KVzip: Query-Agnostic KV Cache Compression with Context Reconstruction,NeurIPS 2025,KV cache eviction / multi-query reuse,,10.52202/085713-5585,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f4eaa4b8f2d08edb3f0af990d56134ea-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Efficient Attention
Memory-Efficient Visual Autoregressive Modeling with Scale-Aware KV Cache Compression,NeurIPS 2025,visual autoregressive generation / KV cache compression,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/14550b451b65682b09f9080026d00a7e-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
MoESD: Unveil Speculative Decoding's Potential for Accelerating Sparse MoE,NeurIPS 2025,MoE inference / speculative decoding,,10.52202/085713-4176,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b637af7745d3ad4cb0b9cdaa056ab41e-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Sparsity / Pruning; MoE Systems / Accelerators
SageAttention3: Microscaling FP4 Attention for Inference and An Exploration of 8-Bit Training,NeurIPS 2025,low-bit attention kernel / FP4,,10.52202/085713-1799,https://proceedings.neurips.cc/paper_files/paper/2025/hash/4db397e0f760cc573c681e81a01a3dba-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; Efficient Attention; GPU Kernel / DSL / Compiler
Self Forcing: Bridging the Train-Test Gap in Autoregressive Video Diffusion,NeurIPS 2025,autoregressive video diffusion / streaming generation,,10.52202/085713-5576,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f4823f831af67a3ef15e41a85434422a-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; GPU Kernel / DSL / Compiler; Video / Image Generation; Diffusion / Flow Acceleration; Efficient Reasoning / Agents
SmallKV: Small Model Assisted Compensation of KV Cache Compression for Efficient LLM Inference,NeurIPS 2025,KV cache compression / small-model assistance,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/45790132b9f91b5787232e1cbe0712fc-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Efficient Attention
SpecEdge: Scalable Edge-Assisted Serving Framework for Interactive LLMs,NeurIPS 2025,edge-cloud LLM serving / speculative decoding,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/8587069d00a69d0ea498d547fffad6dd-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Edge / Cloud / Heterogeneous AI
Speculate Deep and Accurate: Lossless and Training-Free Acceleration for Offloaded LLMs via Substitute Speculative Decoding,NeurIPS 2025,offloaded LLM inference / speculative decoding,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/4e32ca54ae8a3a0ea4c1fd3663f73b0f-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; KV Cache / Long Context; GPU Kernel / DSL / Compiler
Spotlight Attention: Towards Efficient LLM Generation via Non-linear Hashing-based KV Cache Retrieval,NeurIPS 2025,sparse attention / KV retrieval / CUDA kernel,,10.52202/085713-2883,https://proceedings.neurips.cc/paper_files/paper/2025/hash/7c799b09cc40973ceaa47da50131dc63-Abstract-Conference.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
Zebra-Llama: Towards Extremely Efficient Hybrid Models,NeurIPS 2025,efficient hybrid LLM architecture / KV reduction,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/7089237e828d55febd85a8d07f89e102-Abstract-Conference.html,https://github.com/AMD-AGI/AMD-Hybrid-Models,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
Agentix: An Efficient Serving Engine for LLM Agents as General Programs,NSDI 2026,agentic LLM serving,,,https://www.usenix.org/system/files/nsdi26-luo.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Efficient Reasoning / Agents
"Cortex: Achieving Low-Latency, Cost-Efficient Remote Data Access For LLM via Semantic-Aware Knowledge Caching",NSDI 2026,agent systems / semantic knowledge caching,,,https://www.usenix.org/system/files/nsdi26-ruan-cortex.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
DroidSpeak: KV Cache Sharing Across Fine-tuned Model Variants,NSDI 2026,KV cache / multi-model serving,,,https://www.usenix.org/system/files/nsdi26-liu-yuhan.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
FlexLLM: Token-Level Co-Serving of LLM Inference and Finetuning with SLO Guarantees,NSDI 2026,inference + PEFT co-serving,,,https://www.usenix.org/system/files/nsdi26-oliaro.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
JITServe: SLO-aware LLM Serving with Imprecise Request Information,NSDI 2026,LLM serving / SLO scheduling,,,https://www.usenix.org/system/files/nsdi26-zhang-wei.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
Libra: Flexible Request Partitioning and Scheduling for Serving Unbalanced and Dynamic LLM Workloads,NSDI 2026,LLM serving / dynamic partitioning / KV transfer,,,https://www.usenix.org/system/files/nsdi26-ruan-libra.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
RLBoost: Harvesting Preemptible Cloud Resources for Cost-Efficient Reinforcement Learning on LLMs,NSDI 2026,efficient reasoning / RL training infrastructure,,,https://www.usenix.org/system/files/nsdi26-wu-yongji.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Efficient Reasoning / Agents
SwiftEP: Accelerating MoE Inference with Buffer Fusion and TMA Offloading,NSDI 2026,MoE communication / inference runtime,,,https://www.usenix.org/system/files/nsdi26-li-xingyi.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Distributed Training / Inference
SYMI: Efficient Mixture-of-Experts Training via Model and Optimizer State Decoupling,NSDI 2026,MoE training systems,,,https://www.usenix.org/system/files/nsdi26-skiadopoulos.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; Distributed Training / Inference
SYMPHONY: Enabling Compute-Memory Disaggregation in LLM Serving Systems,NSDI 2026,KV-cache / disaggregated memory serving,,,https://www.usenix.org/system/files/nsdi26-agarwal.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
ZipLLM: Efficient LLM Storage via Model-Aware Synergistic Data Deduplication and Compression,NSDI 2026,LLM storage / model deduplication / compression,,,https://www.usenix.org/system/files/nsdi26-wang-zirui.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
ADAngel: Accelerating Arbitrary-Precision Quantized LLMs with Adaptive Computing Mapping,OSDI 2026,arbitrary-precision quantized LLM runtime,,,https://www.usenix.org/system/files/osdi26-liu-yao.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
ECHO: Efficient KV Cache Offloading with Lossless Prefetching for Serving Native Sparse Attention LLMs,OSDI 2026,sparse-attention KV-cache serving,,,https://www.usenix.org/system/files/osdi26-liu-guangda.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Sparsity / Pruning; Efficient Attention
